Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (gals/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
1980,Fruit for canning ,Pounds,Olives,1.29,5.66,1.21,6,1.14,0,1.14,25,33.49,0.86,,0.04,1.06,155,87.4,1.88,0.01
1981,Fruit for canning ,Pounds,Olives,0.81,5.66,0.77,6,0.72,0,0.72,25,33.49,0.54,,0.02,0.67,155,87.4,1.19,0.01
1982,Fruit for canning ,Pounds,Olives,1.39,5.66,1.31,6,1.23,0,1.23,25,33.49,0.92,,0.04,1.15,155,87.4,2.04,0.01
1983,Fruit for canning ,Pounds,Olives,1.03,5.66,0.97,6,0.91,0,0.91,25,33.49,0.69,,0.03,0.85,155,87.4,1.51,0.01
1984,Fruit for canning ,Pounds,Olives,1.19,5.66,1.12,6,1.05,0,1.05,25,33.49,0.79,,0.03,0.98,155,87.4,1.74,0.01
1985,Fruit for canning ,Pounds,Olives,1.33,5.66,1.25,6,1.18,0,1.18,25,33.49,0.88,,0.04,1.1,155,87.4,1.94,0.01
1986,Fruit for canning ,Pounds,Olives,1.41,5.66,1.33,6,1.25,0,1.25,25,33.49,0.93,,0.04,1.16,155,87.4,2.06,0.01
1987,Fruit for canning ,Pounds,Olives,1.27,5.66,1.2,6,1.12,0,1.12,25,33.49,0.84,,0.04,1.05,155,87.4,1.86,0.01
1988,Fruit for canning ,Pounds,Olives,1.16,5.66,1.1,6,1.03,0,1.03,25,33.49,0.77,,0.03,0.96,155,87.4,1.7,0.01
1989,Fruit for canning ,Pounds,Olives,1.35,5.66,1.27,6,1.2,0,1.2,25,33.49,0.9,,0.04,1.12,155,87.4,1.98,0.01
1990,Fruit for canning ,Pounds,Olives,1.29,5.66,1.22,6,1.14,0,1.14,25,33.49,0.86,,0.04,1.07,155,87.4,1.89,0.01
1991,Fruit for canning ,Pounds,Olives,0.84,5.66,0.8,6,0.75,0,0.75,25,33.49,0.56,,0.02,0.7,155,87.4,1.24,0.01
1992,Fruit for canning ,Pounds,Olives,1.61,5.66,1.51,6,1.42,0,1.42,25,33.49,1.07,,0.05,1.33,155,87.4,2.35,0.02
1993,Fruit for canning ,Pounds,Olives,1.3,5.66,1.23,6,1.15,0,1.15,25,33.49,0.87,,0.04,1.08,155,87.4,1.91,0.01
1994,Fruit for canning ,Pounds,Olives,0.96,5.66,0.9,6,0.85,0,0.85,25,33.49,0.64,,0.03,0.79,155,87.4,1.4,0.01
1995,Fruit for canning ,Pounds,Olives,0.9,5.66,0.85,6,0.8,0,0.8,25,33.49,0.6,,0.03,0.74,155,87.4,1.31,0.01
1996,Fruit for canning ,Pounds,Olives,1.56,5.66,1.48,6,1.39,0,1.39,25,33.49,1.04,,0.05,1.29,155,87.4,2.29,0.01
1997,Fruit for canning ,Pounds,Olives,1.16,5.66,1.1,6,1.03,0,1.03,25,33.49,0.77,,0.03,0.96,155,87.4,1.7,0.01
1998,Fruit for canning ,Pounds,Olives,1.06,5.66,1,6,0.94,0,0.94,25,33.49,0.7,,0.03,0.87,155,87.4,1.55,0.01
1999,Fruit for canning ,Pounds,Olives,1.39,5.66,1.31,6,1.23,0,1.23,25,33.49,0.92,,0.04,1.15,155,87.4,2.04,0.01
2000,Fruit for canning ,Pounds,Olives,0.9,5.66,0.85,6,0.8,0,0.8,25,33.49,0.6,,0.03,0.74,155,87.4,1.32,0.01
2001,Fruit for canning ,Pounds,Olives,1.49,5.66,1.41,6,1.33,0,1.33,25,33.49,0.99,,0.04,1.24,155,87.4,2.19,0.01
2002,Fruit for canning ,Pounds,Olives,1.32,5.66,1.25,6,1.17,0,1.17,25,33.49,0.88,,0.04,1.09,155,87.4,1.94,0.01
2003,Fruit for canning ,Pounds,Olives,1.41,5.66,1.33,6,1.25,0,1.25,25,33.49,0.94,,0.04,1.16,155,87.4,2.06,0.01
2004,Fruit for canning ,Pounds,Olives,1.3,5.66,1.22,6,1.15,0,1.15,25,33.49,0.86,,0.04,1.07,155,87.4,1.9,0.01
2005,Fruit for canning ,Pounds,Olives,1.48,5.66,1.4,6,1.31,0,1.31,25,33.49,0.99,,0.04,1.23,155,87.4,2.17,0.01
2006,Fruit for canning ,Pounds,Olives,0.81,5.66,0.77,6,0.72,0,0.72,25,33.49,0.54,,0.02,0.67,155,87.4,1.19,0.01
2007,Fruit for canning ,Pounds,Olives,1.46,5.66,1.37,6,1.29,0,1.29,25,33.49,0.97,,0.04,1.2,155,87.4,2.13,0.01
2008,Fruit for canning ,Pounds,Olives,0.97,5.66,0.92,6,0.86,0,0.86,25,33.49,0.65,,0.03,0.8,155,87.4,1.43,0.01
2009,Fruit for canning ,Pounds,Olives,0.96,5.66,0.9,6,0.85,0,0.85,25,33.49,0.64,,0.03,0.79,155,87.4,1.4,0.01
2010,Fruit for canning ,Pounds,Olives,1.74,5.66,1.64,6,1.54,0,1.54,25,33.49,1.15,,0.05,1.43,155,87.4,2.54,0.02
2011,Fruit for canning ,Pounds,Olives,0.86,5.66,0.82,6,0.77,0,0.77,25,33.49,0.57,,0.03,0.71,155,87.4,1.27,0.01
2012,Fruit for canning ,Pounds,Olives,1.22,5.66,1.15,6,1.08,0,1.08,25,33.49,0.81,,0.04,1.01,155,87.4,1.79,0.01
2013,Fruit for canning ,Pounds,Olives,1.23,5.66,1.16,6,1.09,0,1.09,25,33.49,0.82,,0.04,1.01,155,87.4,1.8,0.01
2014,Fruit for canning ,Pounds,Olives,0.88,5.66,0.83,6,0.78,0,0.78,25,33.49,0.59,,0.03,0.73,155,87.4,1.29,0.01
2015,Fruit for canning ,Pounds,Olives,1.15,5.66,1.09,6,1.02,0,1.02,25,33.49,0.77,,0.03,0.95,155,87.4,1.69,0.01
2016,Fruit for canning ,Pounds,Olives,1.03,5.66,0.97,6,0.92,0,0.92,25,33.49,0.69,,0.03,0.85,155,87.4,1.51,0.01
1970,Fruit for freezing,Pounds,Blackberries,0.1,2.91,0.1,6,0.09,0,0.09,40,45.24,0.06,,0,0.07,97,151,0.05,0
1971,Fruit for freezing,Pounds,Blackberries,0.16,2.91,0.16,6,0.15,0,0.15,40,45.24,0.09,,0,0.11,97,151,0.07,0
1972,Fruit for freezing,Pounds,Blackberries,0.11,2.91,0.11,6,0.1,0,0.1,40,45.24,0.06,,0,0.07,97,151,0.05,0
1973,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1974,Fruit for freezing,Pounds,Blackberries,0.06,2.91,0.05,6,0.05,0,0.05,40,45.24,0.03,,0,0.04,97,151,0.02,0
1975,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
1976,Fruit for freezing,Pounds,Blackberries,0.12,2.91,0.12,6,0.11,0,0.11,40,45.24,0.07,,0,0.08,97,151,0.05,0
1977,Fruit for freezing,Pounds,Blackberries,0.12,2.91,0.12,6,0.11,0,0.11,40,45.24,0.07,,0,0.08,97,151,0.05,0
1978,Fruit for freezing,Pounds,Blackberries,0.1,2.91,0.1,6,0.09,0,0.09,40,45.24,0.05,,0,0.07,97,151,0.04,0
1979,Fruit for freezing,Pounds,Blackberries,0.06,2.91,0.06,6,0.06,0,0.06,40,45.24,0.03,,0,0.04,97,151,0.03,0
1980,Fruit for freezing,Pounds,Blackberries,0.02,2.91,0.02,6,0.02,0,0.02,40,45.24,0.01,,0,0.02,97,151,0.01,0
1981,Fruit for freezing,Pounds,Blackberries,0.04,2.91,0.04,6,0.03,0,0.03,40,45.24,0.02,,0,0.03,97,151,0.02,0
1982,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.09,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
1983,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1984,Fruit for freezing,Pounds,Blackberries,0.04,2.91,0.04,6,0.04,0,0.04,40,45.24,0.02,,0,0.03,97,151,0.02,0
1985,Fruit for freezing,Pounds,Blackberries,0.04,2.91,0.04,6,0.04,0,0.04,40,45.24,0.02,,0,0.03,97,151,0.02,0
1986,Fruit for freezing,Pounds,Blackberries,0.04,2.91,0.04,6,0.04,0,0.04,40,45.24,0.02,,0,0.03,97,151,0.02,0
1987,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1988,Fruit for freezing,Pounds,Blackberries,0.13,2.91,0.12,6,0.12,0,0.12,40,45.24,0.07,,0,0.09,97,151,0.06,0
1989,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.06,6,0.06,0,0.06,40,45.24,0.04,,0,0.05,97,151,0.03,0
1990,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.04,0
1991,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1992,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.06,0,0.06,40,45.24,0.04,,0,0.05,97,151,0.03,0
1993,Fruit for freezing,Pounds,Blackberries,0.11,2.91,0.11,6,0.1,0,0.1,40,45.24,0.06,,0,0.07,97,151,0.05,0
1994,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1995,Fruit for freezing,Pounds,Blackberries,0.12,2.91,0.12,6,0.11,0,0.11,40,45.24,0.07,,0,0.08,97,151,0.05,0
1996,Fruit for freezing,Pounds,Blackberries,0.06,2.91,0.06,6,0.05,0,0.05,40,45.24,0.03,,0,0.04,97,151,0.03,0
1997,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
1998,Fruit for freezing,Pounds,Blackberries,0.1,2.91,0.1,6,0.1,0,0.1,40,45.24,0.06,,0,0.07,97,151,0.05,0
1999,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2000,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.09,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2001,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2002,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2003,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.04,0
2004,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
2005,Fruit for freezing,Pounds,Blackberries,0.11,2.91,0.1,6,0.1,0,0.1,40,45.24,0.06,,0,0.07,97,151,0.05,0
2006,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.07,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
2007,Fruit for freezing,Pounds,Blackberries,0.1,2.91,0.09,6,0.09,0,0.09,40,45.24,0.05,,0,0.06,97,151,0.04,0
2008,Fruit for freezing,Pounds,Blackberries,0.1,2.91,0.1,6,0.09,0,0.09,40,45.24,0.06,,0,0.07,97,151,0.04,0
2009,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.09,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2010,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.09,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2011,Fruit for freezing,Pounds,Blackberries,0.07,2.91,0.07,6,0.06,0,0.06,40,45.24,0.04,,0,0.05,97,151,0.03,0
2012,Fruit for freezing,Pounds,Blackberries,0.09,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
2013,Fruit for freezing,Pounds,Blackberries,0.11,2.91,0.11,6,0.1,0,0.1,40,45.24,0.06,,0,0.08,97,151,0.05,0
2014,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.07,0,0.07,40,45.24,0.04,,0,0.05,97,151,0.03,0
2015,Fruit for freezing,Pounds,Blackberries,0.11,2.91,0.1,6,0.1,0,0.1,40,45.24,0.06,,0,0.07,97,151,0.05,0
2016,Fruit for freezing,Pounds,Blackberries,0.08,2.91,0.08,6,0.08,0,0.08,40,45.24,0.05,,0,0.06,97,151,0.04,0
1970,Fruit for freezing,Pounds,Blueberries,0.22,2.91,0.21,6,0.2,0,0.2,29,35.2,0.14,,0.01,0.18,79,155,0.09,0
1971,Fruit for freezing,Pounds,Blueberries,0.18,2.91,0.18,6,0.17,0,0.17,29,35.2,0.12,,0.01,0.15,79,155,0.07,0
1972,Fruit for freezing,Pounds,Blueberries,0.19,2.91,0.18,6,0.17,0,0.17,29,35.2,0.12,,0.01,0.15,79,155,0.08,0
1973,Fruit for freezing,Pounds,Blueberries,0.17,2.91,0.16,6,0.15,0,0.15,29,35.2,0.11,,0,0.13,79,155,0.07,0
1974,Fruit for freezing,Pounds,Blueberries,0.15,2.91,0.14,6,0.13,0,0.13,29,35.2,0.1,,0,0.12,79,155,0.06,0
1975,Fruit for freezing,Pounds,Blueberries,0.2,2.91,0.19,6,0.18,0,0.18,29,35.2,0.13,,0.01,0.16,79,155,0.08,0
1976,Fruit for freezing,Pounds,Blueberries,0.14,2.91,0.13,6,0.13,0,0.13,29,35.2,0.09,,0,0.11,79,155,0.06,0
1977,Fruit for freezing,Pounds,Blueberries,0.14,2.91,0.13,6,0.12,0,0.12,29,35.2,0.09,,0,0.11,79,155,0.06,0
1978,Fruit for freezing,Pounds,Blueberries,0.12,2.91,0.11,6,0.11,0,0.11,29,35.2,0.07,,0,0.09,79,155,0.05,0
1979,Fruit for freezing,Pounds,Blueberries,0.14,2.91,0.13,6,0.12,0,0.12,29,35.2,0.09,,0,0.11,79,155,0.06,0
1980,Fruit for freezing,Pounds,Blueberries,0.19,2.91,0.18,6,0.17,0,0.17,29,35.2,0.12,,0.01,0.15,79,155,0.08,0
1981,Fruit for freezing,Pounds,Blueberries,0.18,2.91,0.17,6,0.16,0,0.16,29,35.2,0.11,,0,0.14,79,155,0.07,0
1982,Fruit for freezing,Pounds,Blueberries,0.12,2.91,0.11,6,0.11,0,0.11,29,35.2,0.08,,0,0.09,79,155,0.05,0
1983,Fruit for freezing,Pounds,Blueberries,0.05,2.91,0.04,6,0.04,0,0.04,29,35.2,0.03,,0,0.04,79,155,0.02,0
1984,Fruit for freezing,Pounds,Blueberries,0.26,2.91,0.25,6,0.24,0,0.24,29,35.2,0.17,,0.01,0.21,79,155,0.11,0
1985,Fruit for freezing,Pounds,Blueberries,0.23,2.91,0.22,6,0.21,0,0.21,29,35.2,0.15,,0.01,0.18,79,155,0.09,0
1986,Fruit for freezing,Pounds,Blueberries,0.39,2.91,0.38,6,0.36,0,0.36,29,35.2,0.25,,0.01,0.32,79,155,0.16,0
1987,Fruit for freezing,Pounds,Blueberries,0.27,2.91,0.26,6,0.24,0,0.24,29,35.2,0.17,,0.01,0.22,79,155,0.11,0
1988,Fruit for freezing,Pounds,Blueberries,0.22,2.91,0.21,6,0.2,0,0.2,29,35.2,0.14,,0.01,0.17,79,155,0.09,0
1989,Fruit for freezing,Pounds,Blueberries,0.31,2.91,0.3,6,0.28,0,0.28,29,35.2,0.2,,0.01,0.25,79,155,0.13,0
1990,Fruit for freezing,Pounds,Blueberries,0.34,2.91,0.33,6,0.31,0,0.31,29,35.2,0.22,,0.01,0.27,79,155,0.14,0
1991,Fruit for freezing,Pounds,Blueberries,0.35,2.91,0.34,6,0.32,0,0.32,29,35.2,0.23,,0.01,0.28,79,155,0.14,0
1992,Fruit for freezing,Pounds,Blueberries,0.42,2.91,0.41,6,0.38,0,0.38,29,35.2,0.27,,0.01,0.34,79,155,0.17,0
1993,Fruit for freezing,Pounds,Blueberries,0.49,2.91,0.47,6,0.44,0,0.44,29,35.2,0.32,,0.01,0.39,79,155,0.2,0
1994,Fruit for freezing,Pounds,Blueberries,0.5,2.91,0.49,6,0.46,0,0.46,29,35.2,0.32,,0.01,0.4,79,155,0.21,0
1995,Fruit for freezing,Pounds,Blueberries,0.47,2.91,0.46,6,0.43,0,0.43,29,35.2,0.31,,0.01,0.38,79,155,0.19,0
1996,Fruit for freezing,Pounds,Blueberries,0.38,2.91,0.37,6,0.35,0,0.35,29,35.2,0.25,,0.01,0.31,79,155,0.16,0
1997,Fruit for freezing,Pounds,Blueberries,0.33,2.91,0.32,6,0.3,0,0.3,29,35.2,0.22,,0.01,0.27,79,155,0.14,0
1998,Fruit for freezing,Pounds,Blueberries,0.36,2.91,0.35,6,0.33,0,0.33,29,35.2,0.23,,0.01,0.29,79,155,0.15,0
1999,Fruit for freezing,Pounds,Blueberries,0.41,2.91,0.4,6,0.38,0,0.38,29,35.2,0.27,,0.01,0.33,79,155,0.17,0
2000,Fruit for freezing,Pounds,Blueberries,0.34,2.91,0.33,6,0.31,0,0.31,29,35.2,0.22,,0.01,0.27,79,155,0.14,0
2001,Fruit for freezing,Pounds,Blueberries,0.4,2.91,0.39,6,0.36,0,0.36,29,35.2,0.26,,0.01,0.32,79,155,0.16,0
2002,Fruit for freezing,Pounds,Blueberries,0.26,2.91,0.25,6,0.24,0,0.24,29,35.2,0.17,,0.01,0.21,79,155,0.11,0
2003,Fruit for freezing,Pounds,Blueberries,0.37,2.91,0.36,6,0.34,0,0.34,29,35.2,0.24,,0.01,0.3,79,155,0.15,0
2004,Fruit for freezing,Pounds,Blueberries,0.25,2.91,0.24,6,0.23,0,0.23,29,35.2,0.16,,0.01,0.2,79,155,0.1,0
2005,Fruit for freezing,Pounds,Blueberries,0.44,2.91,0.43,6,0.4,0,0.4,29,35.2,0.28,,0.01,0.35,79,155,0.18,0
2006,Fruit for freezing,Pounds,Blueberries,0.36,2.91,0.35,6,0.33,0,0.33,29,35.2,0.23,,0.01,0.29,79,155,0.15,0
2007,Fruit for freezing,Pounds,Blueberries,0.38,2.91,0.37,6,0.35,0,0.35,29,35.2,0.25,,0.01,0.31,79,155,0.16,0
2008,Fruit for freezing,Pounds,Blueberries,0.39,2.91,0.38,6,0.36,0,0.36,29,35.2,0.25,,0.01,0.32,79,155,0.16,0
2009,Fruit for freezing,Pounds,Blueberries,0.54,2.91,0.53,6,0.5,0,0.5,29,35.2,0.35,,0.02,0.44,79,155,0.22,0
2010,Fruit for freezing,Pounds,Blueberries,0.59,2.91,0.58,6,0.54,0,0.54,29,35.2,0.38,,0.02,0.48,79,155,0.24,0
2011,Fruit for freezing,Pounds,Blueberries,0.47,2.91,0.45,6,0.43,0,0.43,29,35.2,0.3,,0.01,0.38,79,155,0.19,0
2012,Fruit for freezing,Pounds,Blueberries,0.45,2.91,0.44,6,0.41,0,0.41,29,35.2,0.29,,0.01,0.36,79,155,0.19,0
2013,Fruit for freezing,Pounds,Blueberries,0.55,2.91,0.54,6,0.5,0,0.5,29,35.2,0.36,,0.02,0.44,79,155,0.23,0
2014,Fruit for freezing,Pounds,Blueberries,0.64,2.91,0.62,6,0.59,0,0.59,29,35.2,0.42,,0.02,0.52,79,155,0.26,0
2015,Fruit for freezing,Pounds,Blueberries,0.7,2.91,0.68,6,0.64,0,0.64,29,35.2,0.45,,0.02,0.56,79,155,0.29,0
2016,Fruit for freezing,Pounds,Blueberries,0.66,2.91,0.64,6,0.6,0,0.6,29,35.2,0.43,,0.02,0.53,79,155,0.27,0
1970,Fruit for freezing,Pounds,Raspberries,0.17,4.76,0.16,6,0.15,0,0.15,24,31.96,0.11,,0.01,0.14,73,140,0.07,0
1971,Fruit for freezing,Pounds,Raspberries,0.17,4.76,0.16,6,0.15,0,0.15,24,31.96,0.12,,0.01,0.15,73,140,0.08,0
1972,Fruit for freezing,Pounds,Raspberries,0.13,4.76,0.12,6,0.11,0,0.11,24,31.96,0.09,,0,0.11,73,140,0.06,0
1973,Fruit for freezing,Pounds,Raspberries,0.11,4.76,0.1,6,0.1,0,0.1,24,31.96,0.07,,0,0.09,73,140,0.05,0
1974,Fruit for freezing,Pounds,Raspberries,0.1,4.76,0.09,6,0.09,0,0.09,24,31.96,0.07,,0,0.08,73,140,0.04,0
1975,Fruit for freezing,Pounds,Raspberries,0.1,4.76,0.09,6,0.09,0,0.09,24,31.96,0.07,,0,0.08,73,140,0.04,0
1976,Fruit for freezing,Pounds,Raspberries,0.13,4.76,0.13,6,0.12,0,0.12,24,31.96,0.09,,0,0.11,73,140,0.06,0
1977,Fruit for freezing,Pounds,Raspberries,0.14,4.76,0.13,6,0.12,0,0.12,24,31.96,0.09,,0,0.12,73,140,0.06,0
1978,Fruit for freezing,Pounds,Raspberries,0.11,4.76,0.1,6,0.1,0,0.1,24,31.96,0.07,,0,0.09,73,140,0.05,0
1979,Fruit for freezing,Pounds,Raspberries,0.08,4.76,0.08,6,0.07,0,0.07,24,31.96,0.05,,0,0.07,73,140,0.04,0
1980,Fruit for freezing,Pounds,Raspberries,0.08,4.76,0.08,6,0.08,0,0.08,24,31.96,0.06,,0,0.07,73,140,0.04,0
1981,Fruit for freezing,Pounds,Raspberries,0.08,4.76,0.08,6,0.08,0,0.08,24,31.96,0.06,,0,0.07,73,140,0.04,0
1982,Fruit for freezing,Pounds,Raspberries,0.07,4.76,0.07,6,0.06,0,0.06,24,31.96,0.05,,0,0.06,73,140,0.03,0
1983,Fruit for freezing,Pounds,Raspberries,0.08,4.76,0.07,6,0.07,0,0.07,24,31.96,0.05,,0,0.07,73,140,0.03,0
1984,Fruit for freezing,Pounds,Raspberries,0.06,4.76,0.06,6,0.05,0,0.05,24,31.96,0.04,,0,0.05,73,140,0.03,0
1985,Fruit for freezing,Pounds,Raspberries,0.1,4.76,0.1,6,0.09,0,0.09,24,31.96,0.07,,0,0.09,73,140,0.05,0
1986,Fruit for freezing,Pounds,Raspberries,0.1,4.76,0.09,6,0.09,0,0.09,24,31.96,0.07,,0,0.08,73,140,0.04,0
1987,Fruit for freezing,Pounds,Raspberries,0.08,4.76,0.07,6,0.07,0,0.07,24,31.96,0.05,,0,0.06,73,140,0.03,0
1988,Fruit for freezing,Pounds,Raspberries,0.12,4.76,0.12,6,0.11,0,0.11,24,31.96,0.08,,0,0.1,73,140,0.05,0
1989,Fruit for freezing,Pounds,Raspberries,0.23,4.76,0.22,6,0.2,0,0.2,24,31.96,0.16,,0.01,0.19,73,140,0.1,0
1990,Fruit for freezing,Pounds,Raspberries,0.21,4.76,0.2,6,0.19,0,0.19,24,31.96,0.14,,0.01,0.18,73,140,0.09,0
1991,Fruit for freezing,Pounds,Raspberries,0.2,4.76,0.19,6,0.18,0,0.18,24,31.96,0.14,,0.01,0.17,73,140,0.09,0
1992,Fruit for freezing,Pounds,Raspberries,0.29,4.76,0.28,6,0.26,0,0.26,24,31.96,0.2,,0.01,0.25,73,140,0.13,0
1993,Fruit for freezing,Pounds,Raspberries,0.3,4.76,0.28,6,0.27,0,0.27,24,31.96,0.2,,0.01,0.25,73,140,0.13,0
1994,Fruit for freezing,Pounds,Raspberries,0.31,4.76,0.3,6,0.28,0,0.28,24,31.96,0.21,,0.01,0.27,73,140,0.14,0
1995,Fruit for freezing,Pounds,Raspberries,0.33,4.76,0.31,6,0.29,0,0.29,24,31.96,0.22,,0.01,0.28,73,140,0.14,0
1996,Fruit for freezing,Pounds,Raspberries,0.34,4.76,0.32,6,0.3,0,0.3,24,31.96,0.23,,0.01,0.29,73,140,0.15,0
1997,Fruit for freezing,Pounds,Raspberries,0.33,4.76,0.31,6,0.29,0,0.29,24,31.96,0.22,,0.01,0.28,73,140,0.15,0
1998,Fruit for freezing,Pounds,Raspberries,0.38,4.76,0.37,6,0.34,0,0.34,24,31.96,0.26,,0.01,0.32,73,140,0.17,0
1999,Fruit for freezing,Pounds,Raspberries,0.34,4.76,0.33,6,0.31,0,0.31,24,31.96,0.23,,0.01,0.29,73,140,0.15,0
2000,Fruit for freezing,Pounds,Raspberries,0.39,4.76,0.37,6,0.35,0,0.35,24,31.96,0.26,,0.01,0.33,73,140,0.17,0
2001,Fruit for freezing,Pounds,Raspberries,0.43,4.76,0.41,6,0.39,0,0.39,24,31.96,0.29,,0.01,0.36,73,140,0.19,0
2002,Fruit for freezing,Pounds,Raspberries,0.34,4.76,0.32,6,0.3,0,0.3,24,31.96,0.23,,0.01,0.29,73,140,0.15,0
2003,Fruit for freezing,Pounds,Raspberries,0.42,4.76,0.4,6,0.38,0,0.38,24,31.96,0.29,,0.01,0.36,73,140,0.19,0
2004,Fruit for freezing,Pounds,Raspberries,0.37,4.76,0.35,6,0.33,0,0.33,24,31.96,0.25,,0.01,0.31,73,140,0.16,0
2005,Fruit for freezing,Pounds,Raspberries,0.43,4.76,0.41,6,0.39,0,0.39,24,31.96,0.29,,0.01,0.36,73,140,0.19,0
2006,Fruit for freezing,Pounds,Raspberries,0.41,4.76,0.39,6,0.37,0,0.37,24,31.96,0.28,,0.01,0.35,73,140,0.18,0
2007,Fruit for freezing,Pounds,Raspberries,0.43,4.76,0.41,6,0.39,0,0.39,24,31.96,0.3,,0.01,0.37,73,140,0.19,0
2008,Fruit for freezing,Pounds,Raspberries,0.36,4.76,0.34,6,0.32,0,0.32,24,31.96,0.24,,0.01,0.3,73,140,0.16,0
2009,Fruit for freezing,Pounds,Raspberries,0.33,4.76,0.32,6,0.3,0,0.3,24,31.96,0.23,,0.01,0.28,73,140,0.15,0
2010,Fruit for freezing,Pounds,Raspberries,0.38,4.76,0.37,6,0.34,0,0.34,24,31.96,0.26,,0.01,0.32,73,140,0.17,0
2011,Fruit for freezing,Pounds,Raspberries,0.37,4.76,0.36,6,0.34,0,0.34,24,31.96,0.25,,0.01,0.32,73,140,0.17,0
2012,Fruit for freezing,Pounds,Raspberries,0.4,4.76,0.38,6,0.36,0,0.36,24,31.96,0.27,,0.01,0.34,73,140,0.18,0
2013,Fruit for freezing,Pounds,Raspberries,0.38,4.76,0.36,6,0.34,0,0.34,24,31.96,0.26,,0.01,0.32,73,140,0.17,0
2014,Fruit for freezing,Pounds,Raspberries,0.53,4.76,0.51,6,0.48,0,0.48,24,31.96,0.36,,0.02,0.45,73,140,0.24,0
2015,Fruit for freezing,Pounds,Raspberries,0.59,4.76,0.56,6,0.52,0,0.52,24,31.96,0.4,,0.02,0.49,73,140,0.26,0
2016,Fruit for freezing,Pounds,Raspberries,0.5,4.76,0.48,6,0.45,0,0.45,24,31.96,0.34,,0.01,0.42,73,140,0.22,0
1970,Fruit for freezing,Pounds,Strawberries,1.18,-12.36,1.32,6,1.25,0,1.25,24,19.73,0.95,,0.04,1.18,52,149,0.41,0.01
1971,Fruit for freezing,Pounds,Strawberries,1.27,-12.36,1.43,6,1.34,0,1.34,24,19.73,1.02,,0.04,1.27,52,149,0.44,0.01
1972,Fruit for freezing,Pounds,Strawberries,1.18,-12.36,1.32,6,1.24,0,1.24,24,19.73,0.94,,0.04,1.17,52,149,0.41,0.01
1973,Fruit for freezing,Pounds,Strawberries,1.1,-12.36,1.23,6,1.16,0,1.16,24,19.73,0.88,,0.04,1.1,52,149,0.38,0.01
