Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
2008,Vegetables for freezing,Pounds,Potatoes,51.45,50,25.73,6,24.18,0,24.18,16,60.52,20.31,0.89,25.24,142,182,19.7,0.14
2009,Vegetables for freezing,Pounds,Potatoes,50.36,50,25.18,6,23.67,0,23.67,16,60.52,19.88,0.87,24.71,142,182,19.28,0.14
2010,Vegetables for freezing,Pounds,Potatoes,50.08,50,25.04,6,23.54,0,23.54,16,60.52,19.77,0.87,24.57,142,182,19.17,0.13
2011,Vegetables for freezing,Pounds,Potatoes,48.26,50,24.13,6,22.68,0,22.68,16,60.52,19.05,0.84,23.68,142,182,18.47,0.13
2012,Vegetables for freezing,Pounds,Potatoes,48.02,50,24.01,6,22.57,0,22.57,16,60.52,18.96,0.83,23.56,142,182,18.38,0.13
2013,Vegetables for freezing,Pounds,Potatoes,47.58,50,23.79,6,22.36,0,22.36,16,60.52,18.79,0.82,23.35,142,182,18.21,0.13
2014,Vegetables for freezing,Pounds,Potatoes,47.01,50,23.51,6,22.1,0,22.1,16,60.52,18.56,0.81,23.07,142,182,18,0.13
2015,Vegetables for freezing,Pounds,Potatoes,49.66,50,24.83,6,23.34,0,23.34,16,60.52,19.61,0.86,24.37,142,182,19.01,0.13
2016,Vegetables for freezing,Pounds,Potatoes,47.39,50,23.7,6,22.27,0,22.27,16,60.52,18.71,0.82,23.25,142,182,18.14,0.13
2017,Vegetables for freezing,Pounds,Potatoes,50.46,50,25.23,6,23.71,0,23.71,16,60.52,19.92,0.87,24.75,142,182,19.31,0.14
1970,Vegetables for freezing,Pounds,Spinach,0.72,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.39,65,190,0.13,0
1971,Vegetables for freezing,Pounds,Spinach,0.76,30.07,0.53,6,0.5,0,0.5,34,56.62,0.33,0.01,0.41,65,190,0.14,0
1972,Vegetables for freezing,Pounds,Spinach,0.77,30.07,0.54,6,0.51,0,0.51,34,56.62,0.33,0.01,0.41,65,190,0.14,0
1973,Vegetables for freezing,Pounds,Spinach,0.64,30.07,0.45,6,0.42,0,0.42,34,56.62,0.28,0.01,0.35,65,190,0.12,0
1974,Vegetables for freezing,Pounds,Spinach,0.88,30.07,0.61,6,0.58,0,0.58,34,56.62,0.38,0.02,0.47,65,190,0.16,0
1975,Vegetables for freezing,Pounds,Spinach,0.72,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.39,65,190,0.13,0
1976,Vegetables for freezing,Pounds,Spinach,0.72,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.39,65,190,0.13,0
1977,Vegetables for freezing,Pounds,Spinach,0.77,30.07,0.54,6,0.51,0,0.51,34,56.62,0.34,0.01,0.42,65,190,0.14,0
1978,Vegetables for freezing,Pounds,Spinach,0.76,30.07,0.53,6,0.5,0,0.5,34,56.62,0.33,0.01,0.41,65,190,0.14,0
1979,Vegetables for freezing,Pounds,Spinach,0.75,30.07,0.53,6,0.49,0,0.49,34,56.62,0.33,0.01,0.4,65,190,0.14,0
1980,Vegetables for freezing,Pounds,Spinach,0.8,30.07,0.56,6,0.53,0,0.53,34,56.62,0.35,0.02,0.43,65,190,0.15,0
1981,Vegetables for freezing,Pounds,Spinach,0.75,30.07,0.52,6,0.49,0,0.49,34,56.62,0.33,0.01,0.4,65,190,0.14,0
1982,Vegetables for freezing,Pounds,Spinach,0.71,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.39,65,190,0.13,0
1983,Vegetables for freezing,Pounds,Spinach,0.51,30.07,0.36,6,0.34,0,0.34,34,56.62,0.22,0.01,0.28,65,190,0.09,0
1984,Vegetables for freezing,Pounds,Spinach,0.5,30.07,0.35,6,0.33,0,0.33,34,56.62,0.22,0.01,0.27,65,190,0.09,0
1985,Vegetables for freezing,Pounds,Spinach,0.62,30.07,0.43,6,0.4,0,0.4,34,56.62,0.27,0.01,0.33,65,190,0.11,0
1986,Vegetables for freezing,Pounds,Spinach,0.55,30.07,0.39,6,0.36,0,0.36,34,56.62,0.24,0.01,0.3,65,190,0.1,0
1987,Vegetables for freezing,Pounds,Spinach,0.45,30.07,0.31,6,0.29,0,0.29,34,56.62,0.19,0.01,0.24,65,190,0.08,0
1988,Vegetables for freezing,Pounds,Spinach,0.58,30.07,0.41,6,0.38,0,0.38,34,56.62,0.25,0.01,0.32,65,190,0.11,0
1989,Vegetables for freezing,Pounds,Spinach,0.44,30.07,0.31,6,0.29,0,0.29,34,56.62,0.19,0.01,0.24,65,190,0.08,0
1990,Vegetables for freezing,Pounds,Spinach,0.21,30.07,0.14,6,0.14,0,0.14,34,56.62,0.09,0,0.11,65,190,0.04,0
1991,Vegetables for freezing,Pounds,Spinach,0.66,30.07,0.46,6,0.43,0,0.43,34,56.62,0.29,0.01,0.35,65,190,0.12,0
1992,Vegetables for freezing,Pounds,Spinach,0.46,30.07,0.32,6,0.3,0,0.3,34,56.62,0.2,0.01,0.25,65,190,0.08,0
1993,Vegetables for freezing,Pounds,Spinach,0.56,30.07,0.39,6,0.37,0,0.37,34,56.62,0.24,0.01,0.3,65,190,0.1,0
1994,Vegetables for freezing,Pounds,Spinach,0.47,30.07,0.33,6,0.31,0,0.31,34,56.62,0.2,0.01,0.25,65,190,0.09,0
1995,Vegetables for freezing,Pounds,Spinach,0.54,30.07,0.38,6,0.35,0,0.35,34,56.62,0.23,0.01,0.29,65,190,0.1,0
1996,Vegetables for freezing,Pounds,Spinach,0.7,30.07,0.49,6,0.46,0,0.46,34,56.62,0.3,0.01,0.38,65,190,0.13,0
1997,Vegetables for freezing,Pounds,Spinach,0.52,30.07,0.36,6,0.34,0,0.34,34,56.62,0.22,0.01,0.28,65,190,0.1,0
1998,Vegetables for freezing,Pounds,Spinach,0.47,30.07,0.33,6,0.31,0,0.31,34,56.62,0.2,0.01,0.25,65,190,0.09,0
1999,Vegetables for freezing,Pounds,Spinach,0.56,30.07,0.39,6,0.37,0,0.37,34,56.62,0.24,0.01,0.3,65,190,0.1,0
2000,Vegetables for freezing,Pounds,Spinach,0.85,30.07,0.59,6,0.56,0,0.56,34,56.62,0.37,0.02,0.46,65,190,0.16,0
2001,Vegetables for freezing,Pounds,Spinach,0.71,30.07,0.49,6,0.46,0,0.46,34,56.62,0.31,0.01,0.38,65,190,0.13,0
2002,Vegetables for freezing,Pounds,Spinach,0.7,30.07,0.49,6,0.46,0,0.46,34,56.62,0.31,0.01,0.38,65,190,0.13,0
2003,Vegetables for freezing,Pounds,Spinach,0.81,30.07,0.57,6,0.53,0,0.53,34,56.62,0.35,0.02,0.44,65,190,0.15,0
2004,Vegetables for freezing,Pounds,Spinach,0.94,30.07,0.65,6,0.62,0,0.62,34,56.62,0.41,0.02,0.5,65,190,0.17,0
2005,Vegetables for freezing,Pounds,Spinach,0.66,30.07,0.46,6,0.43,0,0.43,34,56.62,0.29,0.01,0.36,65,190,0.12,0
2006,Vegetables for freezing,Pounds,Spinach,0.49,30.07,0.35,6,0.33,0,0.33,34,56.62,0.21,0.01,0.27,65,190,0.09,0
2007,Vegetables for freezing,Pounds,Spinach,0.71,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.38,65,190,0.13,0
2008,Vegetables for freezing,Pounds,Spinach,0.76,30.07,0.53,6,0.5,0,0.5,34,56.62,0.33,0.01,0.41,65,190,0.14,0
2009,Vegetables for freezing,Pounds,Spinach,0.72,30.07,0.5,6,0.47,0,0.47,34,56.62,0.31,0.01,0.39,65,190,0.13,0
2010,Vegetables for freezing,Pounds,Spinach,0.69,30.07,0.48,6,0.45,0,0.45,34,56.62,0.3,0.01,0.37,65,190,0.13,0
2011,Vegetables for freezing,Pounds,Spinach,0.64,30.07,0.45,6,0.42,0,0.42,34,56.62,0.28,0.01,0.34,65,190,0.12,0
2012,Vegetables for freezing,Pounds,Spinach,0.6,30.07,0.42,6,0.4,0,0.4,34,56.62,0.26,0.01,0.33,65,190,0.11,0
2013,Vegetables for freezing,Pounds,Spinach,0.72,30.07,0.51,6,0.48,0,0.48,34,56.62,0.31,0.01,0.39,65,190,0.13,0
2014,Vegetables for freezing,Pounds,Spinach,0.79,30.07,0.55,6,0.52,0,0.52,34,56.62,0.34,0.02,0.43,65,190,0.15,0
2015,Vegetables for freezing,Pounds,Spinach,0.73,30.07,0.51,6,0.48,0,0.48,34,56.62,0.32,0.01,0.39,65,190,0.14,0
2016,Vegetables for freezing,Pounds,Spinach,0.68,30.07,0.47,6,0.45,0,0.45,34,56.62,0.29,0.01,0.37,65,190,0.13,0
2017,Vegetables for freezing,Pounds,Spinach,0.66,30.07,0.46,6,0.44,0,0.44,34,56.62,0.29,0.01,0.36,65,190,0.12,0
1970,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.53,33.33,1.02,6,0.96,0,0.96,26,53.63,0.71,0.03,0.88,79.2,174.2,0.4,0.01
1971,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.78,33.33,1.18,6,1.11,0,1.11,26,53.63,0.82,0.04,1.02,79.2,174.2,0.47,0.01
1972,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.67,33.33,1.11,6,1.05,0,1.05,26,53.63,0.77,0.03,0.96,79.2,174.2,0.44,0.01
1973,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.92,33.33,1.28,6,1.2,0,1.2,26,53.63,0.89,0.04,1.11,79.2,174.2,0.5,0.01
1974,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.39,33.33,0.93,6,0.87,0,0.87,26,53.63,0.65,0.03,0.8,79.2,174.2,0.37,0
1975,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.59,33.33,1.06,6,0.99,0,0.99,26,53.63,0.74,0.03,0.91,79.2,174.2,0.42,0.01
1976,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.75,33.33,1.16,6,1.09,0,1.09,26,53.63,0.81,0.04,1.01,79.2,174.2,0.46,0.01
1977,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.52,33.33,1.01,6,0.95,0,0.95,26,53.63,0.71,0.03,0.88,79.2,174.2,0.4,0.01
1978,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.51,33.33,1.01,6,0.95,0,0.95,26,53.63,0.7,0.03,0.87,79.2,174.2,0.4,0.01
1979,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.41,33.33,0.94,6,0.89,0,0.89,26,53.63,0.66,0.03,0.82,79.2,174.2,0.37,0
1980,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.27,33.33,0.85,6,0.8,0,0.8,26,53.63,0.59,0.03,0.73,79.2,174.2,0.33,0
1981,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.37,33.33,0.91,6,0.86,0,0.86,26,53.63,0.63,0.03,0.79,79.2,174.2,0.36,0
1982,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.5,33.33,1,6,0.94,0,0.94,26,53.63,0.7,0.03,0.87,79.2,174.2,0.39,0
1983,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.59,33.33,1.06,6,1,0,1,26,53.63,0.74,0.03,0.92,79.2,174.2,0.42,0.01
1984,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.39,33.33,0.93,6,0.87,0,0.87,26,53.63,0.64,0.03,0.8,79.2,174.2,0.36,0
1985,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.52,33.33,1.01,6,0.95,0,0.95,26,53.63,0.71,0.03,0.88,79.2,174.2,0.4,0.01
1986,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.67,33.33,1.11,6,1.04,0,1.04,26,53.63,0.77,0.03,0.96,79.2,174.2,0.44,0.01
1987,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.66,33.33,1.11,6,1.04,0,1.04,26,53.63,0.77,0.03,0.96,79.2,174.2,0.44,0.01
1988,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.96,33.33,1.31,6,1.23,0,1.23,26,53.63,0.91,0.04,1.13,79.2,174.2,0.51,0.01
1989,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.09,33.33,1.39,6,1.31,0,1.31,26,53.63,0.97,0.04,1.21,79.2,174.2,0.55,0.01
1990,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.67,33.33,1.11,6,1.04,0,1.04,26,53.63,0.77,0.03,0.96,79.2,174.2,0.44,0.01
1991,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.65,33.33,1.1,6,1.04,0,1.04,26,53.63,0.77,0.03,0.95,79.2,174.2,0.43,0.01
1992,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.61,33.33,1.07,6,1.01,0,1.01,26,53.63,0.75,0.03,0.93,79.2,174.2,0.42,0.01
1993,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.89,33.33,1.26,6,1.19,0,1.19,26,53.63,0.88,0.04,1.09,79.2,174.2,0.5,0.01
1994,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.03,33.33,1.35,6,1.27,0,1.27,26,53.63,0.94,0.04,1.17,79.2,174.2,0.53,0.01
1995,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.79,33.33,1.19,6,1.12,0,1.12,26,53.63,0.83,0.04,1.03,79.2,174.2,0.47,0.01
1996,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.86,33.33,1.24,6,1.17,0,1.17,26,53.63,0.86,0.04,1.07,79.2,174.2,0.49,0.01
1997,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2,33.33,1.33,6,1.25,0,1.25,26,53.63,0.93,0.04,1.15,79.2,174.2,0.52,0.01
1998,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.84,33.33,1.22,6,1.15,0,1.15,26,53.63,0.85,0.04,1.06,79.2,174.2,0.48,0.01
1999,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.36,33.33,1.57,6,1.48,0,1.48,26,53.63,1.09,0.05,1.36,79.2,174.2,0.62,0.01
2000,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,1.86,33.33,1.24,6,1.17,0,1.17,26,53.63,0.86,0.04,1.07,79.2,174.2,0.49,0.01
2001,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.15,33.33,1.44,6,1.35,0,1.35,26,53.63,1,0.04,1.24,79.2,174.2,0.56,0.01
2002,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.14,33.33,2.1,6,1.97,0,1.97,26,53.63,1.46,0.06,1.81,79.2,174.2,0.82,0.01
2003,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.62,33.33,1.75,6,1.64,0,1.64,26,53.63,1.22,0.05,1.51,79.2,174.2,0.69,0.01
2004,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.6,33.33,1.73,6,1.63,0,1.63,26,53.63,1.21,0.05,1.5,79.2,174.2,0.68,0.01
2005,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.13,33.33,2.09,6,1.96,0,1.96,26,53.63,1.45,0.06,1.8,79.2,174.2,0.82,0.01
2006,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.22,33.33,2.15,6,2.02,0,2.02,26,53.63,1.49,0.07,1.86,79.2,174.2,0.84,0.01
2007,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.01,33.33,2,6,1.88,0,1.88,26,53.63,1.39,0.06,1.73,79.2,174.2,0.79,0.01
2008,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,2.93,33.33,1.95,6,1.84,0,1.84,26,53.63,1.36,0.06,1.69,79.2,174.2,0.77,0.01
2009,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.33,33.33,2.22,6,2.09,0,2.09,26,53.63,1.54,0.07,1.92,79.2,174.2,0.87,0.01
2010,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.4,33.33,2.27,6,2.13,0,2.13,26,53.63,1.58,0.07,1.96,79.2,174.2,0.89,0.01
2011,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.35,33.33,2.23,6,2.1,0,2.1,26,53.63,1.55,0.07,1.93,79.2,174.2,0.88,0.01
2012,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.53,33.33,2.36,6,2.21,0,2.21,26,53.63,1.64,0.07,2.04,79.2,174.2,0.93,0.01
2013,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.31,33.33,2.21,6,2.08,0,2.08,26,53.63,1.54,0.07,1.91,79.2,174.2,0.87,0.01
2014,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.51,33.33,2.34,6,2.2,0,2.2,26,53.63,1.63,0.07,2.02,79.2,174.2,0.92,0.01
2015,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.61,33.33,2.41,6,2.26,0,2.26,26,53.63,1.68,0.07,2.08,79.2,174.2,0.95,0.01
2016,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.69,33.33,2.46,6,2.31,0,2.31,26,53.63,1.71,0.07,2.13,79.2,174.2,0.97,0.01
2017,Vegetables for freezing,Pounds,Miscellaneous frozen vegetables ,3.28,33.33,2.19,6,2.06,0,2.06,26,53.63,1.52,0.07,1.89,79.2,174.2,0.86,0.01
1970,Vegetables for drying,Pounds,Onions,1.18,89,0.13,6,0.12,0,0.12,4,90.07,0.12,0.01,0.15,98,28,0.51,0.01
1971,Vegetables for drying,Pounds,Onions,1.49,89,0.16,6,0.15,0,0.15,4,90.07,0.15,0.01,0.18,98,28,0.64,0.01
1972,Vegetables for drying,Pounds,Onions,0.88,89,0.1,6,0.09,0,0.09,4,90.07,0.09,0,0.11,98,28,0.38,0
1973,Vegetables for drying,Pounds,Onions,1.15,89,0.13,6,0.12,0,0.12,4,90.07,0.11,0.01,0.14,98,28,0.5,0.01
1974,Vegetables for drying,Pounds,Onions,1.54,89,0.17,6,0.16,0,0.16,4,90.07,0.15,0.01,0.19,98,28,0.67,0.01
1975,Vegetables for drying,Pounds,Onions,1.96,89,0.22,6,0.2,0,0.2,4,90.07,0.19,0.01,0.24,98,28,0.85,0.01
1976,Vegetables for drying,Pounds,Onions,0.76,89,0.08,6,0.08,0,0.08,4,90.07,0.08,0,0.09,98,28,0.33,0
1977,Vegetables for drying,Pounds,Onions,1.34,89,0.15,6,0.14,0,0.14,4,90.07,0.13,0.01,0.16,98,28,0.58,0.01
1978,Vegetables for drying,Pounds,Onions,1.31,89,0.14,6,0.13,0,0.13,4,90.07,0.13,0.01,0.16,98,28,0.56,0.01
1979,Vegetables for drying,Pounds,Onions,1.93,89,0.21,6,0.2,0,0.2,4,90.07,0.19,0.01,0.24,98,28,0.83,0.01
1980,Vegetables for drying,Pounds,Onions,0.77,89,0.08,6,0.08,0,0.08,4,90.07,0.08,0,0.1,98,28,0.33,0
1981,Vegetables for drying,Pounds,Onions,0.82,89,0.09,6,0.08,0,0.08,4,90.07,0.08,0,0.1,98,28,0.35,0
1982,Vegetables for drying,Pounds,Onions,2,89,0.22,6,0.21,0,0.21,4,90.07,0.2,0.01,0.25,98,28,0.87,0.01
1983,Vegetables for drying,Pounds,Onions,1.66,89,0.18,6,0.17,0,0.17,4,90.07,0.16,0.01,0.2,98,28,0.72,0.01
1984,Vegetables for drying,Pounds,Onions,1.48,89,0.16,6,0.15,0,0.15,4,90.07,0.15,0.01,0.18,98,28,0.64,0.01
1985,Vegetables for drying,Pounds,Onions,1.57,89,0.17,6,0.16,0,0.16,4,90.07,0.16,0.01,0.19,98,28,0.68,0.01
1986,Vegetables for drying,Pounds,Onions,1.89,89,0.21,6,0.2,0,0.2,4,90.07,0.19,0.01,0.23,98,28,0.82,0.01
1987,Vegetables for drying,Pounds,Onions,1.52,89,0.17,6,0.16,0,0.16,4,90.07,0.15,0.01,0.19,98,28,0.66,0.01
1988,Vegetables for drying,Pounds,Onions,1.67,89,0.18,6,0.17,0,0.17,4,90.07,0.17,0.01,0.21,98,28,0.72,0.01
1989,Vegetables for drying,Pounds,Onions,1.61,89,0.18,6,0.17,0,0.17,4,90.07,0.16,0.01,0.2,98,28,0.7,0.01
1990,Vegetables for drying,Pounds,Onions,2.13,89,0.23,6,0.22,0,0.22,4,90.07,0.21,0.01,0.26,98,28,0.92,0.01
1991,Vegetables for drying,Pounds,Onions,1.57,89,0.17,6,0.16,0,0.16,4,90.07,0.16,0.01,0.19,98,28,0.68,0.01
1992,Vegetables for drying,Pounds,Onions,1.44,89,0.16,6,0.15,0,0.15,4,90.07,0.14,0.01,0.18,98,28,0.62,0.01
1993,Vegetables for drying,Pounds,Onions,1.99,89,0.22,6,0.21,0,0.21,4,90.07,0.2,0.01,0.25,98,28,0.86,0.01
1994,Vegetables for drying,Pounds,Onions,0.95,89,0.1,6,0.1,0,0.1,4,90.07,0.09,0,0.12,98,28,0.41,0
1995,Vegetables for drying,Pounds,Onions,1.32,89,0.15,6,0.14,0,0.14,4,90.07,0.13,0.01,0.16,98,28,0.57,0.01
1996,Vegetables for drying,Pounds,Onions,0.84,89,0.09,6,0.09,0,0.09,4,90.07,0.08,0,0.1,98,28,0.36,0
1997,Vegetables for drying,Pounds,Onions,0.89,89,0.1,6,0.09,0,0.09,4,90.07,0.09,0,0.11,98,28,0.39,0
1998,Vegetables for drying,Pounds,Onions,1.09,89,0.12,6,0.11,0,0.11,4,90.07,0.11,0,0.13,98,28,0.47,0
1999,Vegetables for drying,Pounds,Onions,2.25,89,0.25,6,0.23,0,0.23,4,90.07,0.22,0.01,0.28,98,28,0.97,0.01
2000,Vegetables for drying,Pounds,Onions,1.56,89,0.17,6,0.16,0,0.16,4,90.07,0.15,0.01,0.19,98,28,0.67,0.01
2001,Vegetables for drying,Pounds,Onions,1.04,89,0.11,6,0.11,0,0.11,4,90.07,0.1,0,0.13,98,28,0.45,0
2002,Vegetables for drying,Pounds,Onions,1.08,89,0.12,6,0.11,0,0.11,4,90.07,0.11,0,0.13,98,28,0.47,0
2003,Vegetables for drying,Pounds,Onions,1.85,89,0.2,6,0.19,0,0.19,4,90.07,0.18,0.01,0.23,98,28,0.8,0.01
2004,Vegetables for drying,Pounds,Onions,1.46,89,0.16,6,0.15,0,0.15,4,90.07,0.14,0.01,0.18,98,28,0.63,0.01
2005,Vegetables for drying,Pounds,Onions,1.14,89,0.13,6,0.12,0,0.12,4,90.07,0.11,0,0.14,98,28,0.49,0.01
2006,Vegetables for drying,Pounds,Onions,1.77,89,0.19,6,0.18,0,0.18,4,90.07,0.18,0.01,0.22,98,28,0.76,0.01
2007,Vegetables for drying,Pounds,Onions,1.02,89,0.11,6,0.11,0,0.11,4,90.07,0.1,0,0.13,98,28,0.44,0
2008,Vegetables for drying,Pounds,Onions,1.51,89,0.17,6,0.16,0,0.16,4,90.07,0.15,0.01,0.19,98,28,0.65,0.01
2009,Vegetables for drying,Pounds,Onions,1.92,89,0.21,6,0.2,0,0.2,4,90.07,0.19,0.01,0.24,98,28,0.83,0.01
2010,Vegetables for drying,Pounds,Onions,1.34,89,0.15,6,0.14,0,0.14,4,90.07,0.13,0.01,0.17,98,28,0.58,0.01
2011,Vegetables for drying,Pounds,Onions,1.31,89,0.14,6,0.14,0,0.14,4,90.07,0.13,0.01,0.16,98,28,0.57,0.01
2012,Vegetables for drying,Pounds,Onions,1.29,89,0.14,6,0.13,0,0.13,4,90.07,0.13,0.01,0.16,98,28,0.56,0.01
2013,Vegetables for drying,Pounds,Onions,0.96,89,0.11,6,0.1,0,0.1,4,90.07,0.1,0,0.12,98,28,0.41,0
2014,Vegetables for drying,Pounds,Onions,1.46,89,0.16,6,0.15,0,0.15,4,90.07,0.15,0.01,0.18,98,28,0.63,0.01
2015,Vegetables for drying,Pounds,Onions,1.37,89,0.15,6,0.14,0,0.14,4,90.07,0.14,0.01,0.17,98,28,0.59,0.01
2016,Vegetables for drying,Pounds,Onions,1.8,89,0.2,6,0.19,0,0.19,4,90.07,0.18,0.01,0.22,98,28,0.78,0.01
2017,Vegetables for drying,Pounds,Onions,0.46,89,0.05,6,0.05,0,0.05,4,90.07,0.05,0,0.06,98,28,0.2,0
1970,Vegetables for drying,Pounds,Potatoes,11.98,86,1.68,6,1.58,0,1.58,4,87.37,1.51,0.07,1.88,106,30,6.65,0.06
1971,Vegetables for drying,Pounds,Potatoes,12.32,86,1.72,6,1.62,0,1.62,4,87.37,1.56,0.07,1.93,106,30,6.83,0.06
1972,Vegetables for drying,Pounds,Potatoes,12.44,86,1.74,6,1.64,0,1.64,4,87.37,1.57,0.07,1.95,106,30,6.9,0.07
1973,Vegetables for drying,Pounds,Potatoes,13.09,86,1.83,6,1.72,0,1.72,4,87.37,1.65,0.07,2.06,106,30,7.26,0.07
1974,Vegetables for drying,Pounds,Potatoes,14.52,86,2.03,6,1.91,0,1.91,4,87.37,1.83,0.08,2.28,106,30,8.06,0.08
1975,Vegetables for drying,Pounds,Potatoes,14.71,86,2.06,6,1.94,0,1.94,4,87.37,1.86,0.08,2.31,106,30,8.16,0.08
1976,Vegetables for drying,Pounds,Potatoes,16.34,86,2.29,6,2.15,0,2.15,4,87.37,2.06,0.09,2.57,106,30,9.07,0.09
1977,Vegetables for drying,Pounds,Potatoes,11.39,86,1.59,6,1.5,0,1.5,4,87.37,1.44,0.06,1.79,106,30,6.32,0.06
1978,Vegetables for drying,Pounds,Potatoes,12.08,86,1.69,6,1.59,0,1.59,4,87.37,1.53,0.07,1.9,106,30,6.7,0.06
1979,Vegetables for drying,Pounds,Potatoes,11.19,86,1.57,6,1.47,0,1.47,4,87.37,1.41,0.06,1.76,106,30,6.21,0.06
1980,Vegetables for drying,Pounds,Potatoes,9.77,86,1.37,6,1.29,0,1.29,4,87.37,1.23,0.05,1.53,106,30,5.42,0.05
1981,Vegetables for drying,Pounds,Potatoes,10.83,86,1.52,6,1.43,0,1.43,4,87.37,1.37,0.06,1.7,106,30,6.01,0.06
1982,Vegetables for drying,Pounds,Potatoes,10.38,86,1.45,6,1.37,0,1.37,4,87.37,1.31,0.06,1.63,106,30,5.76,0.05
1983,Vegetables for drying,Pounds,Potatoes,9.98,86,1.4,6,1.31,0,1.31,4,87.37,1.26,0.06,1.57,106,30,5.54,0.05
1984,Vegetables for drying,Pounds,Potatoes,10.29,86,1.44,6,1.35,0,1.35,4,87.37,1.3,0.06,1.62,106,30,5.71,0.05
1985,Vegetables for drying,Pounds,Potatoes,11.21,86,1.57,6,1.48,0,1.48,4,87.37,1.42,0.06,1.76,106,30,6.22,0.06
1986,Vegetables for drying,Pounds,Potatoes,10.93,86,1.53,6,1.44,0,1.44,4,87.37,1.38,0.06,1.72,106,30,6.07,0.06
1987,Vegetables for drying,Pounds,Potatoes,10.76,86,1.51,6,1.42,0,1.42,4,87.37,1.36,0.06,1.69,106,30,5.97,0.06
1988,Vegetables for drying,Pounds,Potatoes,10.43,86,1.46,6,1.37,0,1.37,4,87.37,1.32,0.06,1.64,106,30,5.78,0.05
1989,Vegetables for drying,Pounds,Potatoes,10.79,86,1.51,6,1.42,0,1.42,4,87.37,1.36,0.06,1.69,106,30,5.98,0.06
1990,Vegetables for drying,Pounds,Potatoes,12.74,86,1.78,6,1.68,0,1.68,4,87.37,1.61,0.07,2,106,30,7.07,0.07
