Year,Variable,Unit,Commodity,Primary weight,Loss from primary to retail weight,Retail weight,Loss from retail/institutional to consumer level,Consumer weight,Nonedible share,Edible weight,Other (cooking loss and uneaten food),"Total loss, all levels",Per capita availability (lbs/year),Per capita availability (oz/day),Per capita availability (g/day),Calories per cup-equivalent,Grams per cup-equivalent ,Calories available daily ,Food pattern equivalents available daily
2000,Vegetables for fresh,Pounds,Tomatoes,18.98483483,15,16.1371096,13.18208866,14.00990151,9,12.74901037,7,37.54710139,11.85657965,0.519740478,14.73438267,41,180,3.356164942,0.081857682
2001,Vegetables for fresh,Pounds,Tomatoes,19.20305346,15,16.32259544,13.18208866,14.17093644,9,12.89555216,7,37.54710139,11.99286351,0.525714565,14.90374505,41,180,3.394741928,0.082798584
2002,Vegetables for fresh,Pounds,Tomatoes,20.31147626,15,17.26475482,13.18208866,14.98889953,9,13.63989857,7,37.54710139,12.68510567,0.556059427,15.76400672,41,180,3.590690419,0.087577815
2003,Vegetables for fresh,Pounds,Tomatoes,19.4117399,15,16.49997892,13.18208866,14.32493707,9,13.03569273,7,37.54710139,12.12319424,0.531427693,15.06570938,41,180,3.431633802,0.083698385
2004,Vegetables for fresh,Pounds,Tomatoes,19.94980234,15,16.95733199,13.18208866,14.72200145,9,13.39702132,7,37.54710139,12.45922983,0.54615802,15.48330678,41,180,3.526753212,0.086018371
2005,Vegetables for fresh,Pounds,Tomatoes,20.15119761,15,17.12851797,13.18208866,14.87062154,9,13.53226561,7,37.54710139,12.58500701,0.55167154,15.63961233,41,180,3.562356142,0.086886735
2006,Vegetables for fresh,Pounds,Tomatoes,19.77028698,15,16.80474394,13.18208866,14.58952769,9,13.2764702,7,37.54710139,12.34711728,0.541243497,15.34398253,41,180,3.495018243,0.085244347
2007,Vegetables for fresh,Pounds,Tomatoes,19.20830536,15,16.32705956,13.43931249,14.132815,9,12.86086165,7,37.73213664,11.96060134,0.524300333,14.86365228,41,180,3.385609685,0.082575846
2008,Vegetables for fresh,Pounds,Tomatoes,18.51358986,15,15.73655138,13.69653633,13.5811889,9,12.3588819,7,37.91717189,11.49376017,0.503836062,14.28350044,41,180,3.25346399,0.07935278
2009,Vegetables for fresh,Pounds,Tomatoes,19.58932609,15,16.65092717,13.95376017,14.32749673,9,13.03802202,7,38.10220714,12.12536048,0.531522651,15.0684014,41,180,3.432246986,0.083713341
2010,Vegetables for fresh,Pounds,Tomatoes,20.551412,15,17.4687002,14.210984,14.98622601,9,13.63746567,7,38.2872424,12.68284307,0.555960244,15.76119495,41,180,3.59004996,0.087562194
2011,Vegetables for fresh,Pounds,Tomatoes,20.9608336,15,17.81670856,14.46820784,15.23895014,9,13.86744463,7,38.47227765,12.8967235,0.565335825,16.02698796,41,180,3.650591703,0.089038822
2012,Vegetables for fresh,Pounds,Tomatoes,20.78041339,15,17.66335138,14.46820784,15.10778099,9,13.7480807,7,38.47227765,12.78571505,0.560469701,15.88903579,41,180,3.619169263,0.088272421
2013,Vegetables for fresh,Pounds,Tomatoes,20.22721286,15,17.19313093,14.46820784,14.70559301,9,13.38208964,7,38.47227765,12.44534337,0.545549298,15.46604983,41,180,3.522822462,0.085922499
2014,Vegetables for fresh,Pounds,Tomatoes,20.61672256,15,17.52421418,14.46820784,14.98877445,9,13.63978475,7,38.47227765,12.68499982,0.556054786,15.76387517,41,180,3.590660455,0.087577084
2015,Vegetables for fresh,Pounds,Tomatoes,20.54227919,15,17.46093731,14.46820784,14.93465261,9,13.59053388,7,38.47227765,12.63919651,0.55404697,15.70695458,41,180,3.57769521,0.087260859
2016,Vegetables for fresh,Pounds,Tomatoes,20.35684973,15,17.30332227,14.46820784,14.79984164,9,13.46785589,7,38.47227765,12.52510598,0.549045742,15.56517225,41,180,3.545400346,0.086473179
2017,Vegetables for fresh,Pounds,Tomatoes,20.27492773,15,17.23368857,14.46820784,14.74028269,9,13.41365725,7,38.47227765,12.47470124,0.546836219,15.50253338,41,180,3.531132603,0.086125185
1970,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1971,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1972,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1973,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1974,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1975,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1976,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1977,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1978,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1979,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1980,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1981,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1982,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1983,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1984,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1985,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1986,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1987,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1988,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1989,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1990,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1991,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1992,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1993,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1994,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1995,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1996,Vegetables for fresh,Pounds,Turnip greens,,,,,,,,,,,,,,,,
1997,Vegetables for fresh,Pounds,Turnip greens,0.53,12,0.46,40.97,0.27,30,0.19,38,77.46,0.12,0.01,0.15,18,55,0.05,0
1998,Vegetables for fresh,Pounds,Turnip greens,0.51,12,0.45,40.97,0.27,30,0.19,38,77.46,0.12,0.01,0.14,18,55,0.05,0
1999,Vegetables for fresh,Pounds,Turnip greens,0.51,12,0.45,40.97,0.27,30,0.19,38,77.46,0.12,0.01,0.14,18,55,0.05,0
2000,Vegetables for fresh,Pounds,Turnip greens,0.52,12,0.45,40.97,0.27,30,0.19,38,77.46,0.12,0.01,0.14,18,55,0.05,0
2001,Vegetables for fresh,Pounds,Turnip greens,0.41,12,0.37,40.97,0.22,30,0.15,38,77.46,0.09,0,0.12,18,55,0.04,0
2002,Vegetables for fresh,Pounds,Turnip greens,0.46,12,0.4,40.97,0.24,30,0.17,38,77.46,0.1,0,0.13,18,55,0.04,0
2003,Vegetables for fresh,Pounds,Turnip greens,0.52,12,0.46,40.97,0.27,30,0.19,38,77.46,0.12,0.01,0.15,18,55,0.05,0
2004,Vegetables for fresh,Pounds,Turnip greens,0.51,12,0.45,40.97,0.26,30,0.18,38,77.46,0.11,0.01,0.14,18,55,0.05,0
2005,Vegetables for fresh,Pounds,Turnip greens,0.44,12,0.39,40.97,0.23,30,0.16,38,77.46,0.1,0,0.12,18,55,0.04,0
2006,Vegetables for fresh,Pounds,Turnip greens,0.53,12,0.47,40.97,0.28,30,0.19,38,77.46,0.12,0.01,0.15,18,55,0.05,0
2007,Vegetables for fresh,Pounds,Turnip greens,0.46,12,0.4,45.37,0.22,30,0.15,38,79.13,0.1,0,0.12,18,55,0.04,0
2008,Vegetables for fresh,Pounds,Turnip greens,0.37,12,0.33,49.76,0.16,30,0.11,38,80.81,0.07,0,0.09,18,55,0.03,0
2009,Vegetables for fresh,Pounds,Turnip greens,0.34,12,0.3,54.15,0.14,30,0.1,38,82.49,0.06,0,0.07,18,55,0.02,0
2010,Vegetables for fresh,Pounds,Turnip greens,0.34,12,0.3,58.54,0.12,30,0.09,38,84.17,0.05,0,0.07,18,55,0.02,0
2011,Vegetables for fresh,Pounds,Turnip greens,0.32,12,0.28,62.94,0.1,30,0.07,38,85.84,0.05,0,0.06,18,55,0.02,0
2012,Vegetables for fresh,Pounds,Turnip greens,0.25,12,0.22,62.94,0.08,30,0.06,38,85.84,0.04,0,0.04,18,55,0.01,0
2013,Vegetables for fresh,Pounds,Turnip greens,0.23,12,0.2,62.94,0.08,30,0.05,38,85.84,0.03,0,0.04,18,55,0.01,0
2014,Vegetables for fresh,Pounds,Turnip greens,0.39,12,0.35,62.94,0.13,30,0.09,38,85.84,0.06,0,0.07,18,55,0.02,0
2015,Vegetables for fresh,Pounds,Turnip greens,0.27,12,0.24,62.94,0.09,30,0.06,38,85.84,0.04,0,0.05,18,55,0.02,0
2016,Vegetables for fresh,Pounds,Turnip greens,0.22,12,0.19,62.94,0.07,30,0.05,38,85.84,0.03,0,0.04,18,55,0.01,0
2017,Vegetables for fresh,Pounds,Turnip greens,0.23,12,0.2,62.94,0.07,30,0.05,38,85.84,0.03,0,0.04,18,55,0.01,0
1970,Vegetables for canning,Pounds,Asparagus,0.59,18,0.49,6,0.46,0,0.46,2,24.46,0.45,0.02,0.56,46,242,0.11,0
1971,Vegetables for canning,Pounds,Asparagus,0.63,18,0.52,6,0.48,0,0.48,2,24.46,0.48,0.02,0.59,46,242,0.11,0
1972,Vegetables for canning,Pounds,Asparagus,0.61,18,0.5,6,0.47,0,0.47,2,24.46,0.46,0.02,0.57,46,242,0.11,0
1973,Vegetables for canning,Pounds,Asparagus,0.64,18,0.53,6,0.5,0,0.5,2,24.46,0.49,0.02,0.61,46,242,0.12,0
1974,Vegetables for canning,Pounds,Asparagus,0.53,18,0.43,6,0.41,0,0.41,2,24.46,0.4,0.02,0.49,46,242,0.09,0
1975,Vegetables for canning,Pounds,Asparagus,0.58,18,0.48,6,0.45,0,0.45,2,24.46,0.44,0.02,0.55,46,242,0.1,0
1976,Vegetables for canning,Pounds,Asparagus,0.53,18,0.44,6,0.41,0,0.41,2,24.46,0.4,0.02,0.5,46,242,0.1,0
1977,Vegetables for canning,Pounds,Asparagus,0.45,18,0.37,6,0.35,0,0.35,2,24.46,0.34,0.01,0.42,46,242,0.08,0
1978,Vegetables for canning,Pounds,Asparagus,0.38,18,0.31,6,0.29,0,0.29,2,24.46,0.29,0.01,0.36,46,242,0.07,0
1979,Vegetables for canning,Pounds,Asparagus,0.32,18,0.26,6,0.25,0,0.25,2,24.46,0.24,0.01,0.3,46,242,0.06,0
1980,Vegetables for canning,Pounds,Asparagus,0.36,18,0.3,6,0.28,0,0.28,2,24.46,0.28,0.01,0.34,46,242,0.07,0
1981,Vegetables for canning,Pounds,Asparagus,0.38,18,0.31,6,0.29,0,0.29,2,24.46,0.29,0.01,0.35,46,242,0.07,0
1982,Vegetables for canning,Pounds,Asparagus,0.28,18,0.23,6,0.22,0,0.22,2,24.46,0.22,0.01,0.27,46,242,0.05,0
1983,Vegetables for canning,Pounds,Asparagus,0.3,18,0.24,6,0.23,0,0.23,2,24.46,0.22,0.01,0.28,46,242,0.05,0
1984,Vegetables for canning,Pounds,Asparagus,0.32,18,0.26,6,0.25,0,0.25,2,24.46,0.24,0.01,0.3,46,242,0.06,0
1985,Vegetables for canning,Pounds,Asparagus,0.29,18,0.24,6,0.22,0,0.22,2,24.46,0.22,0.01,0.27,46,242,0.05,0
1986,Vegetables for canning,Pounds,Asparagus,0.29,18,0.24,6,0.23,0,0.23,2,24.46,0.22,0.01,0.27,46,242,0.05,0
1987,Vegetables for canning,Pounds,Asparagus,0.26,18,0.22,6,0.2,0,0.2,2,24.46,0.2,0.01,0.25,46,242,0.05,0
1988,Vegetables for canning,Pounds,Asparagus,0.33,18,0.27,6,0.26,0,0.26,2,24.46,0.25,0.01,0.31,46,242,0.06,0
1989,Vegetables for canning,Pounds,Asparagus,0.3,18,0.25,6,0.23,0,0.23,2,24.46,0.23,0.01,0.28,46,242,0.05,0
1990,Vegetables for canning,Pounds,Asparagus,0.3,18,0.24,6,0.23,0,0.23,2,24.46,0.23,0.01,0.28,46,242,0.05,0
1991,Vegetables for canning,Pounds,Asparagus,0.28,18,0.23,6,0.22,0,0.22,2,24.46,0.21,0.01,0.26,46,242,0.05,0
1992,Vegetables for canning,Pounds,Asparagus,0.29,18,0.24,6,0.22,0,0.22,2,24.46,0.22,0.01,0.27,46,242,0.05,0
1993,Vegetables for canning,Pounds,Asparagus,0.28,18,0.23,6,0.22,0,0.22,2,24.46,0.21,0.01,0.26,46,242,0.05,0
1994,Vegetables for canning,Pounds,Asparagus,0.25,18,0.2,6,0.19,0,0.19,2,24.46,0.19,0.01,0.23,46,242,0.04,0
1995,Vegetables for canning,Pounds,Asparagus,0.26,18,0.21,6,0.2,0,0.2,2,24.46,0.2,0.01,0.24,46,242,0.05,0
1996,Vegetables for canning,Pounds,Asparagus,0.24,18,0.2,6,0.19,0,0.19,2,24.46,0.18,0.01,0.23,46,242,0.04,0
1997,Vegetables for canning,Pounds,Asparagus,0.19,18,0.16,6,0.15,0,0.15,2,24.46,0.14,0.01,0.18,46,242,0.03,0
1998,Vegetables for canning,Pounds,Asparagus,0.19,18,0.16,6,0.15,0,0.15,2,24.46,0.14,0.01,0.18,46,242,0.03,0
1999,Vegetables for canning,Pounds,Asparagus,0.21,18,0.17,6,0.16,0,0.16,2,24.46,0.16,0.01,0.2,46,242,0.04,0
2000,Vegetables for canning,Pounds,Asparagus,0.22,18,0.18,6,0.17,0,0.17,2,24.46,0.17,0.01,0.21,46,242,0.04,0
2001,Vegetables for canning,Pounds,Asparagus,0.22,18,0.18,6,0.17,0,0.17,2,24.46,0.16,0.01,0.2,46,242,0.04,0
2002,Vegetables for canning,Pounds,Asparagus,0.2,18,0.16,6,0.15,0,0.15,2,24.46,0.15,0.01,0.19,46,242,0.04,0
2003,Vegetables for canning,Pounds,Asparagus,0.23,18,0.19,6,0.18,0,0.18,2,24.46,0.17,0.01,0.22,46,242,0.04,0
2004,Vegetables for canning,Pounds,Asparagus,0.2,18,0.17,6,0.16,0,0.16,2,24.46,0.15,0.01,0.19,46,242,0.04,0
2005,Vegetables for canning,Pounds,Asparagus,0.19,18,0.16,6,0.15,0,0.15,2,24.46,0.14,0.01,0.18,46,242,0.03,0
2006,Vegetables for canning,Pounds,Asparagus,0.17,18,0.14,6,0.13,0,0.13,2,24.46,0.13,0.01,0.16,46,242,0.03,0
2007,Vegetables for canning,Pounds,Asparagus,0.14,18,0.12,6,0.11,0,0.11,2,24.46,0.11,0,0.13,46,242,0.03,0
2008,Vegetables for canning,Pounds,Asparagus,0.21,18,0.17,6,0.16,0,0.16,2,24.46,0.16,0.01,0.19,46,242,0.04,0
2009,Vegetables for canning,Pounds,Asparagus,0.16,18,0.13,6,0.12,0,0.12,2,24.46,0.12,0.01,0.15,46,242,0.03,0
2010,Vegetables for canning,Pounds,Asparagus,0.11,18,0.09,6,0.08,0,0.08,2,24.46,0.08,0,0.1,46,242,0.02,0
2011,Vegetables for canning,Pounds,Asparagus,0.13,18,0.11,6,0.1,0,0.1,2,24.46,0.1,0,0.13,46,242,0.02,0
2012,Vegetables for canning,Pounds,Asparagus,0.13,18,0.11,6,0.1,0,0.1,2,24.46,0.1,0,0.12,46,242,0.02,0
2013,Vegetables for canning,Pounds,Asparagus,0.11,18,0.09,6,0.08,0,0.08,2,24.46,0.08,0,0.1,46,242,0.02,0
2014,Vegetables for canning,Pounds,Asparagus,0.07,18,0.06,6,0.05,0,0.05,2,24.46,0.05,0,0.07,46,242,0.01,0
2015,Vegetables for canning,Pounds,Asparagus,0.06,18,0.05,6,0.05,0,0.05,2,24.46,0.05,0,0.06,46,242,0.01,0
2016,Vegetables for canning,Pounds,Asparagus,0.08,18,0.06,6,0.06,0,0.06,2,24.46,0.06,0,0.07,46,242,0.01,0
2017,Vegetables for canning,Pounds,Asparagus,0.06,18,0.05,6,0.05,0,0.05,2,24.46,0.05,0,0.06,46,242,0.01,0
1970,Vegetables for canning,Pounds,Snap beans,4.67,40,2.8,6,2.63,0,2.63,24,57.14,2,0.09,2.49,30,135,0.55,0.02
1971,Vegetables for canning,Pounds,Snap beans,4.56,40,2.74,6,2.57,0,2.57,24,57.14,1.96,0.09,2.43,30,135,0.54,0.02
1972,Vegetables for canning,Pounds,Snap beans,4.62,40,2.77,6,2.6,0,2.6,24,57.14,1.98,0.09,2.46,30,135,0.55,0.02
1973,Vegetables for canning,Pounds,Snap beans,4.9,40,2.94,6,2.77,0,2.77,24,57.14,2.1,0.09,2.61,30,135,0.58,0.02
1974,Vegetables for canning,Pounds,Snap beans,4.87,40,2.92,6,2.75,0,2.75,24,57.14,2.09,0.09,2.59,30,135,0.58,0.02
1975,Vegetables for canning,Pounds,Snap beans,4.45,40,2.67,6,2.51,0,2.51,24,57.14,1.91,0.08,2.37,30,135,0.53,0.02
1976,Vegetables for canning,Pounds,Snap beans,4.88,40,2.93,6,2.75,0,2.75,24,57.14,2.09,0.09,2.6,30,135,0.58,0.02
1977,Vegetables for canning,Pounds,Snap beans,4.82,40,2.89,6,2.72,0,2.72,24,57.14,2.06,0.09,2.57,30,135,0.57,0.02
1978,Vegetables for canning,Pounds,Snap beans,4.82,40,2.89,6,2.72,0,2.72,24,57.14,2.07,0.09,2.57,30,135,0.57,0.02
1979,Vegetables for canning,Pounds,Snap beans,4.74,40,2.84,6,2.67,0,2.67,24,57.14,2.03,0.09,2.52,30,135,0.56,0.02
1980,Vegetables for canning,Pounds,Snap beans,4.55,40,2.73,6,2.57,0,2.57,24,57.14,1.95,0.09,2.43,30,135,0.54,0.02
1981,Vegetables for canning,Pounds,Snap beans,4.64,40,2.78,6,2.62,0,2.62,24,57.14,1.99,0.09,2.47,30,135,0.55,0.02
1982,Vegetables for canning,Pounds,Snap beans,4.2,40,2.52,6,2.37,0,2.37,24,57.14,1.8,0.08,2.23,30,135,0.5,0.02
1983,Vegetables for canning,Pounds,Snap beans,4.06,40,2.43,6,2.29,0,2.29,24,57.14,1.74,0.08,2.16,30,135,0.48,0.02
1984,Vegetables for canning,Pounds,Snap beans,3.67,40,2.2,6,2.07,0,2.07,24,57.14,1.58,0.07,1.96,30,135,0.43,0.01
1985,Vegetables for canning,Pounds,Snap beans,3.76,40,2.25,6,2.12,0,2.12,24,57.14,1.61,0.07,2,30,135,0.44,0.01
1986,Vegetables for canning,Pounds,Snap beans,3.86,40,2.31,6,2.18,0,2.18,24,57.14,1.65,0.07,2.05,30,135,0.46,0.02
1987,Vegetables for canning,Pounds,Snap beans,3.76,40,2.26,6,2.12,0,2.12,24,57.14,1.61,0.07,2,30,135,0.44,0.01
1988,Vegetables for canning,Pounds,Snap beans,3.78,40,2.27,6,2.13,0,2.13,24,57.14,1.62,0.07,2.02,30,135,0.45,0.01
1989,Vegetables for canning,Pounds,Snap beans,3.87,40,2.32,6,2.18,0,2.18,24,57.14,1.66,0.07,2.06,30,135,0.46,0.02
1990,Vegetables for canning,Pounds,Snap beans,3.69,40,2.21,6,2.08,0,2.08,24,57.14,1.58,0.07,1.97,30,135,0.44,0.01
1991,Vegetables for canning,Pounds,Snap beans,4.05,40,2.43,6,2.28,0,2.28,24,57.14,1.74,0.08,2.16,30,135,0.48,0.02
1992,Vegetables for canning,Pounds,Snap beans,3.98,40,2.39,6,2.24,0,2.24,24,57.14,1.71,0.07,2.12,30,135,0.47,0.02
1993,Vegetables for canning,Pounds,Snap beans,3.96,40,2.38,6,2.23,0,2.23,24,57.14,1.7,0.07,2.11,30,135,0.47,0.02
1994,Vegetables for canning,Pounds,Snap beans,3.8,40,2.28,6,2.14,0,2.14,24,57.14,1.63,0.07,2.02,30,135,0.45,0.01
1995,Vegetables for canning,Pounds,Snap beans,3.53,40,2.12,6,1.99,0,1.99,24,57.14,1.51,0.07,1.88,30,135,0.42,0.01
1996,Vegetables for canning,Pounds,Snap beans,3.85,40,2.31,6,2.17,0,2.17,24,57.14,1.65,0.07,2.05,30,135,0.46,0.02
1997,Vegetables for canning,Pounds,Snap beans,3.64,40,2.18,6,2.05,0,2.05,24,57.14,1.56,0.07,1.94,30,135,0.43,0.01
1998,Vegetables for canning,Pounds,Snap beans,3.75,40,2.25,6,2.12,0,2.12,24,57.14,1.61,0.07,2,30,135,0.44,0.01
1999,Vegetables for canning,Pounds,Snap beans,3.67,40,2.2,6,2.07,0,2.07,24,57.14,1.57,0.07,1.95,30,135,0.43,0.01
2000,Vegetables for canning,Pounds,Snap beans,4.01,40,2.41,6,2.26,0,2.26,24,57.14,1.72,0.08,2.14,30,135,0.48,0.02
2001,Vegetables for canning,Pounds,Snap beans,3.78,40,2.27,6,2.13,0,2.13,24,57.14,1.62,0.07,2.01,30,135,0.45,0.01
2002,Vegetables for canning,Pounds,Snap beans,3.36,40,2.02,6,1.89,0,1.89,24,57.14,1.44,0.06,1.79,30,135,0.4,0.01
2003,Vegetables for canning,Pounds,Snap beans,3.68,40,2.21,6,2.07,0,2.07,24,57.14,1.58,0.07,1.96,30,135,0.44,0.01
2004,Vegetables for canning,Pounds,Snap beans,3.73,40,2.24,6,2.11,0,2.11,24,57.14,1.6,0.07,1.99,30,135,0.44,0.01
2005,Vegetables for canning,Pounds,Snap beans,4,40,2.4,6,2.26,0,2.26,24,57.14,1.71,0.08,2.13,30,135,0.47,0.02
2006,Vegetables for canning,Pounds,Snap beans,3.94,40,2.36,6,2.22,0,2.22,24,57.14,1.69,0.07,2.1,30,135,0.47,0.02
2007,Vegetables for canning,Pounds,Snap beans,3.51,40,2.11,6,1.98,0,1.98,24,57.14,1.51,0.07,1.87,30,135,0.42,0.01
2008,Vegetables for canning,Pounds,Snap beans,3.33,40,2,6,1.88,0,1.88,24,57.14,1.43,0.06,1.77,30,135,0.39,0.01
2009,Vegetables for canning,Pounds,Snap beans,3.63,40,2.18,6,2.05,0,2.05,24,57.14,1.55,0.07,1.93,30,135,0.43,0.01
2010,Vegetables for canning,Pounds,Snap beans,3.67,40,2.2,6,2.07,0,2.07,24,57.14,1.57,0.07,1.96,30,135,0.43,0.01
2011,Vegetables for canning,Pounds,Snap beans,3.16,40,1.9,6,1.78,0,1.78,24,57.14,1.36,0.06,1.68,30,135,0.37,0.01
2012,Vegetables for canning,Pounds,Snap beans,2.93,40,1.76,6,1.65,0,1.65,24,57.14,1.26,0.06,1.56,30,135,0.35,0.01
2013,Vegetables for canning,Pounds,Snap beans,2.87,40,1.72,6,1.62,0,1.62,24,57.14,1.23,0.05,1.53,30,135,0.34,0.01
2014,Vegetables for canning,Pounds,Snap beans,2.78,40,1.67,6,1.57,0,1.57,24,57.14,1.19,0.05,1.48,30,135,0.33,0.01
2015,Vegetables for canning,Pounds,Snap beans,2.95,40,1.77,6,1.66,0,1.66,24,57.14,1.26,0.06,1.57,30,135,0.35,0.01
2016,Vegetables for canning,Pounds,Snap beans,3.2,40,1.92,6,1.8,0,1.8,24,57.14,1.37,0.06,1.7,30,135,0.38,0.01
2017,Vegetables for canning,Pounds,Snap beans,3.13,40,1.88,6,1.77,0,1.77,24,57.14,1.34,0.06,1.67,30,135,0.37,0.01
1970,Vegetables for canning,Pounds,Cabbage,2.3,56,1.01,6,0.95,0,0.95,16,65.26,0.8,0.04,0.99,27,142,0.19,0.01
1971,Vegetables for canning,Pounds,Cabbage,2.47,56,1.09,6,1.02,0,1.02,16,65.26,0.86,0.04,1.07,27,142,0.2,0.01
1972,Vegetables for canning,Pounds,Cabbage,2.19,56,0.96,6,0.9,0,0.9,16,65.26,0.76,0.03,0.94,27,142,0.18,0.01
1973,Vegetables for canning,Pounds,Cabbage,2.13,56,0.94,6,0.88,0,0.88,16,65.26,0.74,0.03,0.92,27,142,0.17,0.01
1974,Vegetables for canning,Pounds,Cabbage,2.27,56,1,6,0.94,0,0.94,16,65.26,0.79,0.03,0.98,27,142,0.19,0.01
1975,Vegetables for canning,Pounds,Cabbage,2.05,56,0.9,6,0.85,0,0.85,16,65.26,0.71,0.03,0.89,27,142,0.17,0.01
1976,Vegetables for canning,Pounds,Cabbage,2.22,56,0.98,6,0.92,0,0.92,16,65.26,0.77,0.03,0.96,27,142,0.18,0.01
1977,Vegetables for canning,Pounds,Cabbage,2.19,56,0.96,6,0.9,0,0.9,16,65.26,0.76,0.03,0.94,27,142,0.18,0.01
1978,Vegetables for canning,Pounds,Cabbage,2.09,56,0.92,6,0.86,0,0.86,16,65.26,0.73,0.03,0.9,27,142,0.17,0.01
1979,Vegetables for canning,Pounds,Cabbage,2.06,56,0.91,6,0.85,0,0.85,16,65.26,0.72,0.03,0.89,27,142,0.17,0.01
1980,Vegetables for canning,Pounds,Cabbage,1.99,56,0.87,6,0.82,0,0.82,16,65.26,0.69,0.03,0.86,27,142,0.16,0.01
1981,Vegetables for canning,Pounds,Cabbage,2.03,56,0.89,6,0.84,0,0.84,16,65.26,0.7,0.03,0.88,27,142,0.17,0.01
1982,Vegetables for canning,Pounds,Cabbage,1.7,56,0.75,6,0.7,0,0.7,16,65.26,0.59,0.03,0.73,27,142,0.14,0.01
1983,Vegetables for canning,Pounds,Cabbage,2.08,56,0.91,6,0.86,0,0.86,16,65.26,0.72,0.03,0.9,27,142,0.17,0.01
1984,Vegetables for canning,Pounds,Cabbage,1.7,56,0.75,6,0.7,0,0.7,16,65.26,0.59,0.03,0.73,27,142,0.14,0.01
1985,Vegetables for canning,Pounds,Cabbage,1.59,56,0.7,6,0.66,0,0.66,16,65.26,0.55,0.02,0.69,27,142,0.13,0
1986,Vegetables for canning,Pounds,Cabbage,1.55,56,0.68,6,0.64,0,0.64,16,65.26,0.54,0.02,0.67,27,142,0.13,0
1987,Vegetables for canning,Pounds,Cabbage,1.61,56,0.71,6,0.67,0,0.67,16,65.26,0.56,0.02,0.7,27,142,0.13,0
1988,Vegetables for canning,Pounds,Cabbage,1.43,56,0.63,6,0.59,0,0.59,16,65.26,0.5,0.02,0.62,27,142,0.12,0
1989,Vegetables for canning,Pounds,Cabbage,1.28,56,0.56,6,0.53,0,0.53,16,65.26,0.45,0.02,0.55,27,142,0.11,0
1990,Vegetables for canning,Pounds,Cabbage,1.19,56,0.53,6,0.49,0,0.49,16,65.26,0.41,0.02,0.52,27,142,0.1,0
1991,Vegetables for canning,Pounds,Cabbage,1.44,56,0.63,6,0.59,0,0.59,16,65.26,0.5,0.02,0.62,27,142,0.12,0
1992,Vegetables for canning,Pounds,Cabbage,1.15,56,0.5,6,0.47,0,0.47,16,65.26,0.4,0.02,0.5,27,142,0.09,0
1993,Vegetables for canning,Pounds,Cabbage,1.35,56,0.6,6,0.56,0,0.56,16,65.26,0.47,0.02,0.58,27,142,0.11,0
1994,Vegetables for canning,Pounds,Cabbage,1.23,56,0.54,6,0.51,0,0.51,16,65.26,0.43,0.02,0.53,27,142,0.1,0
1995,Vegetables for canning,Pounds,Cabbage,1.37,56,0.6,6,0.57,0,0.57,16,65.26,0.48,0.02,0.59,27,142,0.11,0
1996,Vegetables for canning,Pounds,Cabbage,0.99,56,0.44,6,0.41,0,0.41,16,65.26,0.34,0.02,0.43,27,142,0.08,0
1997,Vegetables for canning,Pounds,Cabbage,1.44,56,0.63,6,0.59,0,0.59,16,65.26,0.5,0.02,0.62,27,142,0.12,0
1998,Vegetables for canning,Pounds,Cabbage,1.38,56,0.61,6,0.57,0,0.57,16,65.26,0.48,0.02,0.6,27,142,0.11,0
1999,Vegetables for canning,Pounds,Cabbage,1.24,56,0.54,6,0.51,0,0.51,16,65.26,0.43,0.02,0.53,27,142,0.1,0
